competencia;tp_ocde;chave_ies;co_ies;co_curso;co_municipio;tp_categoria_administrativa;ano_funcionamento;qt_matricula_total;qt_ingresso_total;qt_concluinte_total;qt_vaga_total;qt_inscrito_total
2002;Fisioterapia;0336_2002;0336;4913;330455;Privada sem fins lucrativos;1995;2077,0;678,0;111,0;680;730
2002;Fisioterapia;0336_2002;0336;4940;330455;Privada sem fins lucrativos;1989;2734,0;1103,0;153,0;1040;1331
2002;Odontologia;0336_2002;0336;4955;330455;Privada sem fins lucrativos;1995;626,0;176,0;91,0;210;312
2002;Fisioterapia;0336_2002;0336;4966;330340;Privada sem fins lucrativos;1996;995,0;250,0;99,0;240;265
2002;Medicina;0336_2002;0336;18594;330455;Privada sem fins lucrativos;1997;508,0;124,0;0,0;120;1065
2002;Fisioterapia;0336_2002;0336;20909;330100;Privada sem fins lucrativos;1999;1704,0;559,0;0,0;660;1037
2002;Fisioterapia;0336_2002;0336;21923;330330;Privada sem fins lucrativos;2000;867,0;618,0;0,0;700;767
2002;Enfermagem;0336_2002;0336;41980;330455;Privada sem fins lucrativos;2000;1283,0;824,0;0,0;900;1173
2002;Enfermagem;0336_2002;0336;41994;330455;Privada sem fins lucrativos;2000;429,0;288,0;0,0;360;369
2002;Fisioterapia;0336_2002;0336;49803;330420;Privada sem fins lucrativos;2001;260,0;132,0;0,0;160;156
2002;Enfermagem;0336_2002;0336;49889;330100;Privada sem fins lucrativos;2001;281,0;235,0;0,0;280;381
2002;Enfermagem;0336_2002;0336;49897;330340;Privada sem fins lucrativos;2001;213,0;132,0;0,0;140;156
2002;Fisioterapia;0336_2002;0336;49986;330455;Privada sem fins lucrativos;2001;232,0;214,0;0,0;260;284
2002;Enfermagem;0336_2002;0336;49994;330455;Privada sem fins lucrativos;2001;751,0;531,0;0,0;600;725
2002;Enfermagem;0336_2002;0336;55129;330330;Privada sem fins lucrativos;2002;62,0;268,0;0,0;360;325
2002;Fisioterapia;0336_2002;0336;55134;330390;Privada sem fins lucrativos;2002;176,0;241,0;0,0;360;367
2002;Enfermagem;0336_2002;0336;55151;330455;Privada sem fins lucrativos;2002;60,0;124,0;0,0;240;230
2002;Enfermagem;0336_2002;0336;58435;330455;Privada sem fins lucrativos;2002;0,0;188,0;0,0;180;179
2002;Fisioterapia;0336_2002;0336;58882;330455;Privada sem fins lucrativos;2002;0,0;382,0;0,0;303;316
2002;Enfermagem;0342_2002;0342;11299;330455;Pública Estadual;1948;285,0;81,0;70,0;80;1664
2002;Medicina;0342_2002;0342;11316;330455;Pública Estadual;1936;519,0;82,0;179,0;92;3115
2002;Odontologia;0342_2002;0342;11317;330455;Pública Estadual;1970;223,0;62,0;52,0;60;712
2002;Odontologia;0346_2002;0346;4415;350600;Privada sem fins lucrativos;1991;371,0;78,0;86,0;0;78
2002;Fisioterapia;0346_2002;0346;4418;350600;Privada sem fins lucrativos;1994;417,0;123,0;65,0;0;174
2002;Fisioterapia;0349_2002;0349;1322;330390;Privada sem fins lucrativos;1969;644,0;66,0;170,0;110;138
2002;Odontologia;0352_2002;0352;18166;150140;Privada com fins lucrativos;1998;336,0;93,0;31,0;80;395
2002;Odontologia;0357_2002;0357;9984;330630;Privada com fins lucrativos;1970;426,0;69,0;91,0;120;99
2002;Medicina;0357_2002;0357;9988;330630;Privada com fins lucrativos;1968;583,0;136,0;80,0;120;2651
2002;Fisioterapia;0357_2002;0357;22081;330630;Privada com fins lucrativos;2000;589,0;167,0;0,0;180;242
2002;Odontologia;0362_2002;0362;19584;211130;Privada com fins lucrativos;1999;233,0;71,0;63,0;80;108
2002;Fisioterapia;0362_2002;0362;50926;211130;Privada com fins lucrativos;2001;285,0;347,0;0,0;230;449
2002;Enfermagem;0362_2002;0362;55388;211130;Privada com fins lucrativos;2001;482,0;937,0;0,0;650;1036
2002;Enfermagem;0367_2002;0367;8929;431690;Privada sem fins lucrativos;1955;305,0;88,0;58,0;80;311
2002;Fisioterapia;0367_2002;0367;57876;431690;Privada sem fins lucrativos;2002;40,0;41,0;0,0;40;248
2002;Odontologia;0369_2002;0369;19898;354980;Privada com fins lucrativos;2000;74,0;54,0;0,0;100;198
2002;Fisioterapia;0369_2002;0369;20299;354980;Privada com fins lucrativos;1998;189,0;62,0;76,0;100;224
2002;Fisioterapia;0371_2002;0371;50811;352470;Privada com fins lucrativos;2002;86,0;92,0;0,0;150;118
2002;Enfermagem;0371_2002;0371;50829;352470;Privada com fins lucrativos;2002;134,0;120,0;0,0;120;225
2002;Odontologia;0381_2002;0381;14973;431440;Pública Federal;1911;357,0;100,0;85,0;45;1093
2002;Medicina;0381_2002;0381;14975;431440;Pública Federal;1959;541,0;92,0;84,0;45;3030
2002;Enfermagem;0382_2002;0382;21962;420420;Privada sem fins lucrativos;2000;144,0;73,0;0,0;0;0
2002;Medicina;0392_2002;0392;15839;500270;Pública Federal;1968;359,0;62,0;54,0;60;1690
2002;Odontologia;0392_2002;0392;15841;500270;Pública Federal;1964;168,0;40,0;43,0;40;590
2002;Enfermagem;0392_2002;0392;15874;500270;Pública Federal;1991;214,0;50,0;45,0;50;787
2002;Medicina;0392_2002;0392;21542;500370;Pública Federal;2000;147,0;49,0;0,0;50;2008
2002;Enfermagem;0392_2002;0392;21826;500830;Pública Federal;2000;115,0;41,0;0,0;40;334
2002;Fisioterapia;0395_2002;0395;4535;317020;Privada sem fins lucrativos;1989;454,0;123,0;78,0;60;328
2002;Enfermagem;0395_2002;0395;18979;317020;Privada sem fins lucrativos;1998;454,0;267,0;52,0;110;347
2002;Odontologia;0395_2002;0395;20011;317020;Privada sem fins lucrativos;1999;237,0;91,0;0,0;60;151
2002;Medicina;0398_2002;0398;11114;292740;Privada com fins lucrativos;1952;1179,0;203,0;219,0;100;5290
2002;Fisioterapia;0398_2002;0398;11115;292740;Privada com fins lucrativos;1968;421,0;109,0;68,0;50;1130
2002;Odontologia;0398_2002;0398;18725;292740;Privada com fins lucrativos;1999;422,0;159,0;0,0;60;742
2002;Fisioterapia;0405_2002;0405;21782;520870;Pública Estadual;1994;354,0;83,0;53,0;60;60
2002;Enfermagem;0412_2002;0412;49105;320520;Privada sem fins lucrativos;2002;150,0;152,0;0,0;150;332
2002;Fisioterapia;0412_2002;0412;57190;320520;Privada sem fins lucrativos;2002;137,0;185,0;0,0;240;302
2002;Fisioterapia;0423_2002;0423;19611;330455;Privada sem fins lucrativos;1999;159,0;77,0;29,0;200;72
2002;Fisioterapia;0428_2002;0428;11718;230440;Privada sem fins lucrativos;1973;706,0;224,0;98,0;110;768
2002;Enfermagem;0428_2002;0428;11719;230440;Privada sem fins lucrativos;1973;572,0;197,0;70,0;110;830
2002;Odontologia;0428_2002;0428;11731;230440;Privada sem fins lucrativos;1995;567,0;139,0;96,0;110;725
2002;Medicina;0429_2002;0429;16236;431490;Pública Federal;1961;544,0;89,0;85,0;88;2582
2002;Odontologia;0433_2002;0433;2694;353870;Pública Estadual;1967;337,0;83,0;84,0;0;1434
2002;Medicina;0433_2002;0433;2695;350950;Pública Estadual;1963;656,0;116,0;93,0;0;8806
2002;Enfermagem;0433_2002;0433;2701;350950;Pública Estadual;1978;154,0;41,0;27,0;0;814
2002;Odontologia;0434_2002;0434;9290;430460;Privada sem fins lucrativos;1990;594,0;992,0;238,0;180;1116
2002;Fisioterapia;0434_2002;0434;9309;430460;Privada sem fins lucrativos;1992;920,0;1231,0;134,0;600;1605
2002;Medicina;0434_2002;0434;9326;430460;Privada sem fins lucrativos;1996;569,0;140,0;81,0;140;2195
2002;Odontologia;0434_2002;0434;19344;430300;Privada sem fins lucrativos;1997;363,0;90,0;0,0;160;185
2002;Odontologia;0434_2002;0434;19350;432150;Privada sem fins lucrativos;1997;392,0;140,0;0,0;180;303
2002;Enfermagem;0434_2002;0434;52667;430470;Privada sem fins lucrativos;2000;244,0;115,0;0,0;240;161
2002;Enfermagem;0444_2002;0444;19331;410940;Pública Estadual;1998;158,0;47,0;31,0;40;527
2002;Fisioterapia;0444_2002;0444;21535;410940;Pública Estadual;2000;125,0;47,0;0,0;40;652
2002;Fisioterapia;0445_2002;0445;6817;430160;Privada sem fins lucrativos;1990;138,0;50,0;19,0;80;106
2002;Enfermagem;0445_2002;0445;6848;430160;Privada sem fins lucrativos;1992;95,0;48,0;9,0;60;118
2002;Fisioterapia;0447_2002;0447;20308;354660;Pública Municipal;1987;754,0;204,0;183,0;200;561
2002;Odontologia;0447_2002;0447;20686;354660;Pública Municipal;1999;261,0;82,0;0,0;80;151
2002;Enfermagem;0449_2002;0449;20784;292740;Pública Estadual;1999;127,0;54,0;0,0;50;2761
2002;Odontologia;0450_2002;0450;17662;354850;Privada com fins lucrativos;1975;399,0;70,0;92,0;100;78
2002;Medicina;0450_2002;0450;19206;354850;Privada com fins lucrativos;1998;387,0;80,0;0,0;80;1703
2002;Enfermagem;0451_2002;0451;11154;314790;Pública Estadual;1981;332,0;88,0;75,0;80;564
2002;Enfermagem;0451_2002;0451;20851;312230;Pública Estadual;1999;189,0;60,0;39,0;50;321
2002;Fisioterapia;0452_2002;0452;55167;520870;Privada com fins lucrativos;2002;0,0;98,0;0,0;100;795
2002;Enfermagem;0456_2002;0456;19197;355030;Privada com fins lucrativos;1998;3155,0;1206,0;369,0;1940;2905
2002;Fisioterapia;0456_2002;0456;19200;355030;Privada com fins lucrativos;1998;1360,0;452,0;84,0;600;1202
2002;Odontologia;0456_2002;0456;46886;355030;Privada com fins lucrativos;2002;101,0;102,0;0,0;100;296
2002;Enfermagem;0459_2002;0459;12953;310620;Pública Federal;1934;439,0;105,0;89,0;96;3312
2002;Fisioterapia;0459_2002;0459;12964;310620;Pública Federal;1979;249,0;60,0;46,0;60;2191
2002;Medicina;0459_2002;0459;12970;310620;Pública Federal;1912;1922,0;321,0;316,0;320;10668
2002;Odontologia;0459_2002;0459;12972;310620;Pública Federal;1907;536,0;135,0;124,0;120;2406
2002;Enfermagem;0465_2002;0465;19223;410150;Privada com fins lucrativos;1997;147,0;47,0;27,0;0;65
2002;Fisioterapia;0465_2002;0465;19227;411370;Privada com fins lucrativos;1997;456,0;126,0;102,0;50;166
2002;Enfermagem;0465_2002;0465;19586;411370;Privada com fins lucrativos;1998;728,0;162,0;102,0;70;239
2002;Odontologia;0465_2002;0465;38787;411370;Privada com fins lucrativos;1990;227,0;34,0;54,0;0;48
2002;Enfermagem;0478_2002;0478;50526;352430;Privada com fins lucrativos;2002;47,0;95,0;0,0;110;118
2002;Fisioterapia;0480_2002;0480;8163;500270;Privada sem fins lucrativos;1994;286,0;116,0;46,0;70;261
2002;Fisioterapia;0497_2002;0497;18785;261160;Privada sem fins lucrativos;1998;288,0;95,0;0,0;80;923
2002;Fisioterapia;0500_2002;0500;19012;354340;Privada com fins lucrativos;1998;415,0;102,0;72,0;120;183
2002;Medicina;0500_2002;0500;19850;354340;Privada com fins lucrativos;1999;245,0;64,0;0,0;60;976
2002;Odontologia;0502_2002;0502;16390;411990;Pública Estadual;1954;318,0;66,0;68,0;0;1893
2002;Enfermagem;0502_2002;0502;60438;411990;Pública Estadual;2002;40,0;40,0;0,0;0;410
2002;Fisioterapia;0519_2002;0519;14853;351880;Privada com fins lucrativos;1991;612,0;100,0;97,0;100;266
2002;Enfermagem;0527_2002;0527;60656;130260;Pública Estadual;2001;106,0;110,0;0,0;100;29995
2002;Odontologia;0527_2002;0527;60658;130260;Pública Estadual;2001;97,0;103,0;0,0;100;9182
2002;Medicina;0527_2002;0527;60660;130260;Pública Estadual;2001;120,0;127,0;0,0;120;11336
2002;Enfermagem;0536_2002;0536;3930;420820;Privada sem fins lucrativos;1980;466,0;108,0;82,0;100;248
2002;Odontologia;0536_2002;0536;3932;420820;Privada sem fins lucrativos;1990;346,0;73,0;71,0;70;366
2002;Fisioterapia;0536_2002;0536;3947;420820;Privada sem fins lucrativos;1996;396,0;100,0;70,0;100;101
2002;Medicina;0536_2002;0536;19434;420820;Privada sem fins lucrativos;1998;244,0;75,0;0,0;66;1723
2002;Fisioterapia;0536_2002;0536;39314;420230;Privada sem fins lucrativos;2000;188,0;104,0;0,0;80;150
2002;Enfermagem;0536_2002;0536;39354;420230;Privada sem fins lucrativos;2000;168,0;96,0;0,0;80;126
2002;Enfermagem;0540_2002;0540;6758;431680;Privada sem fins lucrativos;1994;383,0;163,0;49,0;110;316
2002;Fisioterapia;0540_2002;0540;19003;431680;Privada sem fins lucrativos;1998;351,0;127,0;19,0;110;266
2002;Odontologia;0540_2002;0540;19004;431680;Privada sem fins lucrativos;1998;272,0;63,0;0,0;50;225
2002;Enfermagem;0551_2002;0551;49084;411850;Privada com fins lucrativos;2002;50,0;110,0;0,0;110;215
2002;Fisioterapia;0551_2002;0551;50474;411850;Privada com fins lucrativos;2002;50,0;110,0;0,0;110;270
2002;Fisioterapia;0560_2002;0560;5734;354780;Privada com fins lucrativos;1987;942,0;160,0;170,0;250;221
2002;Enfermagem;0560_2002;0560;5741;354780;Privada com fins lucrativos;1994;1185,0;354,0;128,0;330;415
2002;Odontologia;0564_2002;0564;18443;351620;Privada com fins lucrativos;1997;234,0;55,0;67,0;50;76
2002;Fisioterapia;0564_2002;0564;18444;351620;Privada com fins lucrativos;1997;285,0;82,0;41,0;50;153
2002;Medicina;0565_2002;0565;15475;350760;Privada sem fins lucrativos;1971;499,0;93,0;86,0;80;2234
2002;Odontologia;0565_2002;0565;15476;350760;Privada sem fins lucrativos;1973;718,0;42,0;166,0;120;198
2002;Enfermagem;0565_2002;0565;21606;350760;Privada sem fins lucrativos;2000;143,0;35,0;0,0;60;182
2002;Fisioterapia;0565_2002;0565;21607;350760;Privada sem fins lucrativos;2000;175,0;61,0;0,0;60;303
2002;Enfermagem;0571_2002;0571;3641;411840;Pública Estadual;1981;196,0;43,0;37,0;40;741
2002;Enfermagem;0575_2002;0575;51948;251080;Privada com fins lucrativos;2002;50,0;100,0;0,0;100;1181
2002;Fisioterapia;0577_2002;0577;21568;351518;Privada com fins lucrativos;2000;128,0;49,0;0,0;160;106
2002;Enfermagem;0577_2002;0577;62740;351518;Privada com fins lucrativos;2001;175,0;152,0;0,0;160;276
2002;Fisioterapia;0595_2002;0595;19620;355030;Privada com fins lucrativos;1999;149,0;57,0;14,0;80;63
2002;Enfermagem;0595_2002;0595;50965;355030;Privada com fins lucrativos;2002;50,0;103,0;0,0;100;138
2002;Odontologia;0599_2002;0599;45976;130260;Privada com fins lucrativos;2001;30,0;60,0;0,0;60;94
2002;Enfermagem;0604_2002;0604;49006;354910;Privada com fins lucrativos;2002;60,0;60,0;0,0;60;150
2002;Odontologia;0607_2002;0607;3417;411520;Pública Estadual;1988;109,0;40,0;21,0;40;810
2002;Medicina;0607_2002;0607;3418;411520;Pública Estadual;1988;130,0;41,0;19,0;40;3403
2002;Enfermagem;0607_2002;0607;46742;411520;Pública Estadual;1981;131,0;45,0;44,0;44;680
2002;Enfermagem;0608_2002;0608;45559;432180;Privada sem fins lucrativos;2001;86,0;43,0;0,0;50;58
2002;Odontologia;0612_2002;0612;2297;310160;Privada com fins lucrativos;1988;388,0;80,0;144,0;72;170
2002;Medicina;0612_2002;0612;2304;310160;Privada com fins lucrativos;1989;794,0;160,0;133,0;144;2159
2002;Fisioterapia;0612_2002;0612;2309;310160;Privada com fins lucrativos;1992;543,0;138,0;127,0;152;264
2002;Fisioterapia;0612_2002;0612;20813;311120;Privada com fins lucrativos;1999;252,0;52,0;64,0;54;68
2002;Odontologia;0612_2002;0612;20815;317070;Privada com fins lucrativos;1999;468,0;60,0;106,0;72;78
2002;Enfermagem;0612_2002;0612;21613;310160;Privada com fins lucrativos;2000;293,0;120,0;0,0;114;420
2002;Fisioterapia;0617_2002;0617;46429;313130;Privada com fins lucrativos;2001;94,0;83,0;0,0;104;83
2002;Enfermagem;0625_2002;0625;1627;350950;Privada sem fins lucrativos;1972;356,0;88,0;100,0;0;183
2002;Fisioterapia;0625_2002;0625;1628;350950;Privada sem fins lucrativos;1973;354,0;95,0;88,0;0;577
2002;Medicina;0625_2002;0625;1629;350950;Privada sem fins lucrativos;1976;527,0;87,0;88,0;0;3013
2002;Odontologia;0625_2002;0625;1631;350950;Privada sem fins lucrativos;1950;346,0;88,0;79,0;0;248
2002;Enfermagem;0625_2002;0625;52505;350950;Privada sem fins lucrativos;1972;218,0;61,0;0,0;0;320
2002;Medicina;0629_2002;0629;1725;431410;Privada sem fins lucrativos;1970;303,0;57,0;52,0;50;1409
2002;Odontologia;0629_2002;0629;1726;431410;Privada sem fins lucrativos;1961;402,0;96,0;81,0;84;698
2002;Fisioterapia;0629_2002;0629;20949;431410;Privada sem fins lucrativos;1999;340,0;119,0;0,0;100;395
2002;Fisioterapia;0651_2002;0651;18000;355030;Privada sem fins lucrativos;1998;207,0;63,0;0,0;60;181
2002;Enfermagem;0651_2002;0651;20407;355030;Privada sem fins lucrativos;1968;289,0;150,0;77,0;60;342
2002;Fisioterapia;0657_2002;0657;21001;420900;Privada sem fins lucrativos;1999;201,0;65,0;0,0;50;126
2002;Odontologia;0657_2002;0657;21986;420900;Privada sem fins lucrativos;2000;203,0;77,0;0,0;80;198
2002;Enfermagem;0659_2002;0659;1225;431870;Privada sem fins lucrativos;1955;584,0;194,0;78,0;200;375
2002;Fisioterapia;0659_2002;0659;57728;431870;Privada sem fins lucrativos;2002;99,0;223,0;0,0;210;763
2002;Fisioterapia;0660_2002;0660;44006;355030;Privada com fins lucrativos;2000;298,0;78,0;0,0;10;138
2002;Medicina;0670_2002;0670;9772;330390;Privada com fins lucrativos;1967;661,0;121,0;109,0;110;5806
2002;Fisioterapia;0682_2002;0682;51843;330100;Privada sem fins lucrativos;2002;90,0;149,0;0,0;75;198
2002;Odontologia;0684_2002;0684;2867;350600;Pública Estadual;1962;207,0;52,0;52,0;0;534
2002;Medicina;0684_2002;0684;2868;354340;Pública Estadual;1952;616,0;122,0;89,0;0;0
2002;Odontologia;0684_2002;0684;2870;354340;Pública Estadual;1924;327,0;84,0;73,0;0;664
2002;Enfermagem;0684_2002;0684;2884;355030;Pública Estadual;1943;454,0;100,0;73,0;0;2032
2002;Odontologia;0684_2002;0684;2897;355030;Pública Estadual;1934;437,0;91,0;91,0;0;1575
2002;Fisioterapia;0684_2002;0684;2916;355030;Pública Estadual;1958;110,0;28,0;25,0;0;2312
2002;Medicina;0684_2002;0684;2918;355030;Pública Estadual;1913;1067,0;183,0;174,0;0;12844
2002;Enfermagem;0684_2002;0684;21371;354340;Pública Estadual;1953;376,0;113,0;94,0;0;819
2002;Odontologia;0684_2002;0684;46507;355030;Pública Estadual;1902;342,0;56,0;51,0;0;1575
2002;Fisioterapia;0684_2002;0684;51966;354340;Pública Estadual;2002;58,0;40,0;0,0;0;2312
2002;Fisioterapia;0685_2002;0685;21334;354910;Pública Municipal;2000;155,0;49,0;0,0;80;96
2002;Odontologia;0687_2002;0687;12330;240810;Pública Federal;1947;321,0;80,0;71,0;0;0
2002;Fisioterapia;0687_2002;0687;12331;240810;Pública Federal;1978;161,0;33,0;24,0;0;0
2002;Medicina;0687_2002;0687;12345;240810;Pública Federal;1956;554,0;96,0;93,0;0;0
2002;Fisioterapia;0690_2002;0690;19959;211130;Privada sem fins lucrativos;1999;282,0;167,0;0,0;150;495
2002;Enfermagem;0698_2002;0698;10394;330040;Privada com fins lucrativos;1981;210,0;64,0;47,0;100;74
2002;Fisioterapia;0698_2002;0698;20921;330040;Privada com fins lucrativos;1998;448,0;127,0;115,0;200;129
2002;Enfermagem;0698_2002;0698;46989;330040;Privada com fins lucrativos;2000;123,0;91,0;0,0;200;70
2002;Fisioterapia;0698_2002;0698;46993;330040;Privada com fins lucrativos;2000;389,0;210,0;0,0;200;155
2002;Fisioterapia;0713_2002;0713;15650;530010;Privada com fins lucrativos;1990;305,0;105,0;75,0;94;259
2002;Medicina;0717_2002;0717;12569;410690;Pública Federal;1912;1065,0;178,0;165,0;176;5828
2002;Odontologia;0717_2002;0717;12584;410690;Pública Federal;1912;360,0;95,0;80,0;92;93
2002;Enfermagem;0720_2002;0720;18948;230420;Pública Estadual;1998;266,0;88,0;42,0;73;1586
2002;Enfermagem;0721_2002;0721;10967;431020;Privada sem fins lucrativos;1980;413,0;116,0;51,0;90;193
2002;Fisioterapia;0721_2002;0721;20974;431020;Privada sem fins lucrativos;1999;239,0;115,0;0,0;100;164
2002;Odontologia;0722_2002;0722;2147;316930;Privada sem fins lucrativos;1979;359,0;88,0;96,0;50;842
2002;Fisioterapia;0722_2002;0722;41817;316930;Privada sem fins lucrativos;2000;250,0;84,0;0,0;50;982
2002;Enfermagem;0722_2002;0722;55750;310670;Privada sem fins lucrativos;2002;98,0;118,0;0,0;60;1545
2002;Fisioterapia;0722_2002;0722;55759;310670;Privada sem fins lucrativos;2002;56,0;113,0;0,0;60;711
2002;Enfermagem;0730_2002;0730;21995;530010;Privada com fins lucrativos;2000;162,0;85,0;0,0;120;90
2002;Enfermagem;0735_2002;0735;53916;354780;Privada com fins lucrativos;2002;231,0;309,0;0,0;380;444
2002;Enfermagem;0739_2002;0739;47597;350160;Privada com fins lucrativos;2002;42,0;42,0;0,0;0;103
2002;Fisioterapia;0739_2002;0739;48541;350160;Privada com fins lucrativos;2002;21,0;21,0;0,0;0;45
2002;Fisioterapia;0778_2002;0778;39005;310620;Privada com fins lucrativos;2000;168,0;155,0;0,0;150;808
2002;Odontologia;0778_2002;0778;53314;310620;Privada com fins lucrativos;2001;94,0;153,0;0,0;150;346
2002;Fisioterapia;0786_2002;0786;20836;310620;Privada sem fins lucrativos;1999;785,0;376,0;0,0;315;1795
2002;Odontologia;0787_2002;0787;20110;355030;Privada com fins lucrativos;2000;104,0;28,0;0,0;0;57
2002;Enfermagem;0787_2002;0787;37985;355030;Privada com fins lucrativos;2000;861,0;535,0;0,0;73;771
2002;Fisioterapia;0787_2002;0787;37987;355030;Privada com fins lucrativos;2000;343,0;146,0;0,0;19;187
2002;Medicina;0788_2002;0788;2348;270430;Pública Estadual;1970;400,0;49,0;65,0;48;1583
2002;Fisioterapia;0788_2002;0788;2351;270430;Pública Estadual;1997;100,0;23,0;20,0;20;370
2002;Enfermagem;0789_2002;0789;10505;292740;Privada sem fins lucrativos;1968;756,0;253,0;147,0;240;1835
2002;Fisioterapia;0789_2002;0789;10516;292740;Privada sem fins lucrativos;1991;711,0;240,0;95,0;240;1426
2002;Fisioterapia;0790_2002;0790;18463;354850;Privada com fins lucrativos;1997;740,0;200,0;108,0;0;461
2002;Odontologia;0790_2002;0790;19205;354850;Privada com fins lucrativos;1998;300,0;61,0;70,0;0;102
2002;Fisioterapia;0791_2002;0791;43988;311940;Privada sem fins lucrativos;2000;204,0;105,0;0,0;100;227
2002;Enfermagem;0791_2002;0791;44027;311940;Privada sem fins lucrativos;2001;219,0;228,0;0,0;200;633
2002;Odontologia;0794_2002;0794;47918;411990;Privada com fins lucrativos;2001;74,0;65,0;0,0;100;64
2002;Fisioterapia;0794_2002;0794;51854;411990;Privada com fins lucrativos;2002;41,0;100,0;0,0;130;92
2002;Medicina;0799_2002;0799;10289;330100;Privada sem fins lucrativos;1967;511,0;87,0;81,0;80;1164
2002;Fisioterapia;0800_2002;0800;19351;355030;Privada com fins lucrativos;1998;213,0;72,0;56,0;600;186
2002;Fisioterapia;0801_2002;0801;51597;320150;Privada sem fins lucrativos;2001;151,0;87,0;0,0;0;0
2002;Enfermagem;0801_2002;0801;51601;320150;Privada sem fins lucrativos;2001;157,0;110,0;0,0;0;0
2002;Fisioterapia;0802_2002;0802;19504;355030;Privada sem fins lucrativos;1998;333,0;152,0;93,0;160;733
2002;Enfermagem;0802_2002;0802;21352;355030;Privada sem fins lucrativos;1999;171,0;100,0;9,0;80;518
2002;Enfermagem;0804_2002;0804;10316;313240;Privada sem fins lucrativos;1955;213,0;51,0;52,0;50;202
2002;Enfermagem;0806_2002;0806;7491;310620;Privada sem fins lucrativos;1945;537,0;138,0;109,0;120;1377
2002;Odontologia;0806_2002;0806;7492;310620;Privada sem fins lucrativos;1974;491,0;146,0;111,0;120;859
2002;Fisioterapia;0806_2002;0806;18583;310620;Privada sem fins lucrativos;1997;987,0;283,0;126,0;240;1660
2002;Fisioterapia;0806_2002;0806;18586;315180;Privada sem fins lucrativos;1997;443,0;126,0;68,0;120;484
2002;Enfermagem;0806_2002;0806;21621;310670;Privada sem fins lucrativos;2000;512,0;123,0;0,0;120;879
2002;Fisioterapia;0806_2002;0806;21622;310670;Privada sem fins lucrativos;2000;422,0;144,0;0,0;120;439
2002;Enfermagem;0808_2002;0808;40736;330455;Privada sem fins lucrativos;2000;225,0;209,0;0,0;100;280
2002;Fisioterapia;0808_2002;0808;58453;330455;Privada sem fins lucrativos;2002;0,0;25,0;0,0;100;32
2002;Fisioterapia;0821_2002;0821;21656;320530;Privada sem fins lucrativos;2000;182,0;104,0;0,0;50;348
2002;Enfermagem;0826_2002;0826;51127;314700;Privada com fins lucrativos;2002;48,0;76,0;0,0;100;144
2002;Odontologia;0831_2002;0831;20016;510840;Privada com fins lucrativos;1999;214,0;66,0;0,0;60;105
2002;Fisioterapia;0831_2002;0831;52227;510840;Privada com fins lucrativos;2001;214,0;95,0;0,0;100;115
2002;Enfermagem;0835_2002;0835;62406;210300;Pública Estadual;2002;0,0;30,0;0,0;30;770
2002;Odontologia;0839_2002;0839;21513;351110;Pública Municipal;2000;152,0;53,0;0,0;50;183
2002;Fisioterapia;0839_2002;0839;21515;351110;Pública Municipal;1998;243,0;55,0;97,0;50;350
2002;Odontologia;0842_2002;0842;5277;260410;Privada com fins lucrativos;1959;224,0;68,0;0,0;50;225
2002;Enfermagem;0845_2002;0845;61298;311340;Privada com fins lucrativos;2002;0,0;40,0;0,0;40;129
2002;Odontologia;0850_2002;0850;38313;221100;Privada com fins lucrativos;2001;131,0;82,0;0,0;100;668
2002;Enfermagem;0850_2002;0850;38315;221100;Privada com fins lucrativos;2001;197,0;164,0;0,0;150;535
2002;Fisioterapia;0850_2002;0850;50813;221100;Privada com fins lucrativos;2002;48,0;166,0;0,0;150;557
2002;Medicina;0854_2002;0854;13103;313670;Pública Federal;1953;978,0;160,0;164,0;160;4130
2002;Odontologia;0854_2002;0854;13104;313670;Pública Federal;1913;407,0;82,0;79,0;80;739
2002;Fisioterapia;0854_2002;0854;13118;313670;Pública Federal;1993;227,0;42,0;51,0;40;628
2002;Enfermagem;0854_2002;0854;38994;313670;Pública Federal;1979;275,0;85,0;62,0;80;688
2002;Medicina;0866_2002;0866;10222;351110;Privada sem fins lucrativos;1970;384,0;64,0;64,0;0;0
2002;Enfermagem;0870_2002;0870;44662;354870;Privada com fins lucrativos;1997;1118,0;164,0;141,0;180;686
2002;Enfermagem;0870_2002;0870;44664;353440;Privada com fins lucrativos;2000;1125,0;246,0;0,0;270;953
2002;Fisioterapia;0870_2002;0870;44674;354870;Privada com fins lucrativos;1997;947,0;63,0;222,0;180;1150
2002;Fisioterapia;0870_2002;0870;44904;353440;Privada com fins lucrativos;2000;710,0;131,0;0,0;180;897
2002;Odontologia;0870_2002;0870;44934;355030;Privada com fins lucrativos;1996;366,0;16,0;55,0;90;294
2002;Enfermagem;0870_2002;0870;44967;355030;Privada com fins lucrativos;1995;1639,0;279,0;404,0;270;974
2002;Fisioterapia;0870_2002;0870;44969;355030;Privada com fins lucrativos;1995;1696,0;180,0;357,0;180;1099
2002;Enfermagem;0870_2002;0870;55048;355030;Privada com fins lucrativos;2002;252,0;180,0;0,0;180;682
2002;Fisioterapia;0870_2002;0870;55051;355030;Privada com fins lucrativos;2002;82,0;67,0;0,0;180;898
2002;Enfermagem;0872_2002;0872;46909;320120;Privada sem fins lucrativos;2001;297,0;171,0;0,0;180;410
2002;Medicina;0874_2002;0874;15783;330455;Pública Federal;1912;801,0;155,0;121,0;70;6240
