competencia;tp_ocde;chave_ies;co_ies;co_curso;co_municipio;tp_categoria_administrativa;ano_funcionamento;qt_matricula_total;qt_ingresso_total;qt_concluinte_total;qt_vaga_total;qt_inscrito_total
2007;Fisioterapia;1984_2007;1984;57190;320520;Privada com fins lucrativos;2002;252,0;60,0;42,0;240;114
2007;Enfermagem;1984_2007;1984;49105;320520;Privada com fins lucrativos;2002;541,0;152,0;58,0;150;244
2007;Medicina;1985_2007;1985;90084;230440;Privada com fins lucrativos;2006;116,0;116,0;0,0;112;729
2007;Fisioterapia;1985_2007;1985;52783;230440;Privada com fins lucrativos;2002;430,0;125,0;67,0;150;103
2007;Enfermagem;1994_2007;1994;88298;314810;Privada com fins lucrativos;2005;260,0;109,0;0,0;13;183
2007;Fisioterapia;1994_2007;1994;21218;314810;Privada com fins lucrativos;1989;104,0;22,0;31,0;2;31
2007;Fisioterapia;2008_2007;2008;112290;130260;Pública Federal;2007;0,0;30,0;0,0;78;1209
2007;Enfermagem;2008_2007;2008;101653;130120;Pública Federal;2005;28,0;42,0;0,0;40;559
2007;Fisioterapia;2008_2007;2008;101651;130120;Pública Federal;2005;29,0;41,0;0,0;40;273
2007;Enfermagem;2008_2007;2008;2133;130260;Pública Federal;1951;222,0;62,0;46,0;56;924
2007;Odontologia;2008_2007;2008;391;130260;Pública Federal;1966;186,0;44,0;24,0;42;680
2007;Medicina;2008_2007;2008;389;130260;Pública Federal;1966;687,0;113,0;97,0;112;2418
2007;Medicina;2010_2007;2010;71859;313130;Privada com fins lucrativos;1999;469,0;119,0;68,0;100;675
2007;Fisioterapia;2012_2007;2012;102564;220770;Pública Federal;2007;49,0;101,0;0,0;100;619
2007;Enfermagem;2012_2007;2012;99864;220800;Pública Federal;2006;92,0;100,0;0,0;100;587
2007;Enfermagem;2012_2007;2012;486;221100;Pública Federal;1973;305,0;93,0;59,0;80;778
2007;Odontologia;2012_2007;2012;485;221100;Pública Federal;1961;244,0;73,0;43,0;70;512
2007;Medicina;2012_2007;2012;484;221100;Pública Federal;1968;411,0;97,0;64,0;80;1332
2007;Enfermagem;2013_2007;2013;101135;270430;Privada com fins lucrativos;2007;0,0;109,0;0,0;100;795
2007;Fisioterapia;2024_2007;2024;46429;313130;Privada com fins lucrativos;2001;39,0;0,0;17,0;0;0
2007;Fisioterapia;2027_2007;2027;51102;431140;Privada com fins lucrativos;2002;240,0;63,0;16,0;0;55
2007;Enfermagem;2027_2007;2027;38264;431140;Privada com fins lucrativos;2000;427,0;132,0;59,0;50;139
2007;Medicina;2028_2007;2028;90091;354890;Pública Federal;2006;77,0;40,0;0,0;40;4937
2007;Fisioterapia;2028_2007;2028;627;354890;Pública Federal;1978;165,0;43,0;32,0;40;723
2007;Enfermagem;2028_2007;2028;626;354890;Pública Federal;1977;126,0;33,0;25,0;30;479
2007;Enfermagem;2029_2007;2029;96446;250750;Privada com fins lucrativos;2006;85,0;72,0;0,0;50;113
2007;Fisioterapia;2031_2007;2031;94223;110020;Privada com fins lucrativos;2006;85,0;107,0;0,0;100;240
2007;Enfermagem;2031_2007;2031;73751;110020;Privada com fins lucrativos;2004;143,0;104,0;0,0;100;195
2007;Medicina;2031_2007;2031;72675;110020;Privada com fins lucrativos;2004;268,0;112,0;0,0;80;337
2007;Odontologia;2031_2007;2031;17955;110020;Privada com fins lucrativos;1998;149,0;73,0;42,0;60;95
2007;Fisioterapia;2033_2007;2033;11608;250400;Pública Estadual;1978;258,0;99,0;41,0;80;80
2007;Odontologia;2033_2007;2033;11595;250400;Pública Estadual;1972;310,0;73,0;53,0;60;959
2007;Fisioterapia;2045_2007;2045;105172;522140;Privada com fins lucrativos;2007;0,0;11,0;0,0;100;18
2007;Enfermagem;2045_2007;2045;104600;522140;Privada com fins lucrativos;2007;0,0;45,0;0,0;100;59
2007;Fisioterapia;2055_2007;2055;88206;354910;Privada com fins lucrativos;2006;88,0;60,0;0,0;60;117
2007;Enfermagem;2055_2007;2055;88204;354910;Privada com fins lucrativos;2006;124,0;68,0;0,0;60;152
2007;Fisioterapia;2055_2007;2055;53409;354910;Privada com fins lucrativos;2003;55,0;0,0;30,0;0;0
2007;Enfermagem;2055_2007;2055;49006;354910;Privada com fins lucrativos;2002;47,0;0,0;25,0;0;0
2007;Enfermagem;2056_2007;2056;96707;260960;Privada com fins lucrativos;2007;50,0;100,0;0,0;100;293
2007;Enfermagem;2057_2007;2057;44027;311940;Privada com fins lucrativos;2001;1004,0;120,0;210,0;200;319
2007;Fisioterapia;2057_2007;2057;43988;311940;Privada com fins lucrativos;2000;180,0;31,0;66,0;100;77
2007;Enfermagem;2060_2007;2060;100073;241120;Pública Estadual;2006;22,0;0,0;0,0;0;0
2007;Enfermagem;2060_2007;2060;100071;240200;Pública Estadual;2006;26,0;27,0;0,0;26;607
2007;Odontologia;2060_2007;2060;100063;240200;Pública Estadual;2006;19,0;20,0;0,0;20;479
2007;Medicina;2060_2007;2060;72417;240800;Pública Estadual;2004;70,0;26,0;0,0;26;1184
2007;Enfermagem;2060_2007;2060;72429;240940;Pública Estadual;2004;78,0;27,0;0,0;26;477
2007;Enfermagem;2060_2007;2060;3564;240800;Pública Estadual;1971;138,0;26,0;25,0;0;612
2007;Enfermagem;2063_2007;2063;8961;352900;Pública Estadual;1981;156,0;41,0;38,0;40;246
2007;Medicina;2063_2007;2063;8960;352900;Pública Estadual;1967;480,0;80,0;81,0;80;3380
2007;Fisioterapia;2066_2007;2066;63678;315250;Privada com fins lucrativos;2002;204,0;58,0;33,0;72;103
2007;Enfermagem;2066_2007;2066;5207;315250;Privada com fins lucrativos;1992;200,0;65,0;46,0;63;162
2007;Medicina;2066_2007;2066;5206;315250;Privada com fins lucrativos;1969;443,0;84,0;69,0;76;1146
2007;Fisioterapia;2073_2007;2073;9842;351880;Privada com fins lucrativos;1995;197,0;57,0;68,0;100;188
2007;Odontologia;2073_2007;2073;9836;351880;Privada com fins lucrativos;1992;171,0;112,0;52,0;120;334
2007;Enfermagem;2073_2007;2073;9818;351880;Privada com fins lucrativos;1980;549,0;167,0;231,0;280;773
2007;Fisioterapia;2076_2007;2076;94327;251080;Privada com fins lucrativos;2006;200,0;190,0;0,0;236;200
2007;Enfermagem;2076_2007;2076;51948;251080;Privada com fins lucrativos;2002;571,0;163,0;100,0;162;175
2007;Enfermagem;2077_2007;2077;88076;352710;Privada com fins lucrativos;2006;111,0;61,0;0,0;60;141
2007;Enfermagem;2077_2007;2077;67465;350280;Privada com fins lucrativos;2004;605,0;98,0;170,0;200;259
2007;Fisioterapia;2077_2007;2077;67463;350280;Privada com fins lucrativos;2004;528,0;95,0;87,0;200;284
2007;Fisioterapia;2077_2007;2077;8214;352710;Privada com fins lucrativos;1980;116,0;24,0;48,0;81;49
2007;Fisioterapia;2080_2007;2080;20974;431020;Privada com fins lucrativos;1999;241,0;43,0;38,0;18;57
2007;Enfermagem;2080_2007;2080;10967;431020;Privada com fins lucrativos;1980;343,0;67,0;53,0;45;71
2007;Enfermagem;2082_2007;2082;54981;320530;Privada com fins lucrativos;2002;303,0;105,0;78,0;40;295
2007;Fisioterapia;2082_2007;2082;18341;320530;Privada com fins lucrativos;1999;157,0;51,0;21,0;35;121
2007;Medicina;2082_2007;2082;10224;320530;Privada com fins lucrativos;1968;676,0;130,0;120,0;120;1244
2007;Enfermagem;2084_2007;2084;98667;140010;Pública Estadual;2006;62,0;65,0;0,0;60;60
2007;Fisioterapia;2086_2007;2086;54903;291920;Privada com fins lucrativos;2002;528,0;131,0;53,0;150;323
2007;Odontologia;2086_2007;2086;51701;291920;Privada com fins lucrativos;2002;550,0;152,0;76,0;120;331
2007;Fisioterapia;2091_2007;2091;74251;320120;Privada com fins lucrativos;2004;133,0;49,0;0,0;100;90
2007;Enfermagem;2091_2007;2091;46909;320120;Privada com fins lucrativos;2001;391,0;139,0;91,0;180;129
2007;Enfermagem;2092_2007;2092;17768;500370;Pública Estadual;1994;144,0;40,0;19,0;0;592
2007;Enfermagem;2094_2007;2094;98061;211130;Privada com fins lucrativos;2007;50,0;100,0;0,0;200;200
2007;Enfermagem;2095_2007;2095;99625;292740;Privada com fins lucrativos;2007;149,0;200,0;0,0;5;382
2007;Fisioterapia;2098_2007;2098;37987;355030;Privada com fins lucrativos;2000;298,0;39,0;105,0;280;111
2007;Enfermagem;2098_2007;2098;37985;355030;Privada com fins lucrativos;2000;1216,0;262,0;409,0;625;308
2007;Odontologia;2098_2007;2098;20110;355030;Privada com fins lucrativos;2000;113,0;32,0;33,0;100;52
2007;Enfermagem;2101_2007;2101;71370;311530;Privada com fins lucrativos;2004;87,0;27,0;0,0;100;60
2007;Enfermagem;2103_2007;2103;97323;250750;Privada com fins lucrativos;2006;114,0;121,0;0,0;60;191
2007;Fisioterapia;2103_2007;2103;19048;250750;Privada com fins lucrativos;1998;561,0;124,0;64,0;120;166
2007;Odontologia;2103_2007;2103;101820;250750;Privada com fins lucrativos;2007;0,0;48,0;0,0;50;122
2007;Enfermagem;2111_2007;2111;91015;353730;Privada com fins lucrativos;2006;115,0;79,0;0,0;160;160
2007;Fisioterapia;2111_2007;2111;82662;353730;Privada com fins lucrativos;2005;44,0;16,0;0,0;100;100
2007;Fisioterapia;2113_2007;2113;54239;313630;Privada com fins lucrativos;2002;0,0;0,0;0,0;100;15
2007;Enfermagem;2113_2007;2113;56496;313630;Privada com fins lucrativos;2003;164,0;40,0;33,0;120;120
2007;Fisioterapia;2122_2007;2122;18059;311340;Privada com fins lucrativos;1996;154,0;25,0;0,0;50;40
2007;Enfermagem;2122_2007;2122;98624;311340;Privada com fins lucrativos;2007;35,0;35,0;0,0;35;35
2007;Enfermagem;2122_2007;2122;88288;316860;Privada com fins lucrativos;2005;166,0;30,0;0,0;50;40
2007;Enfermagem;2122_2007;2122;94026;314430;Privada com fins lucrativos;2006;137,0;20,0;0,0;50;20
2007;Enfermagem;2122_2007;2122;98719;314430;Privada com fins lucrativos;2006;142,0;25,0;0,0;50;20
2007;Enfermagem;2122_2007;2122;61298;311340;Privada com fins lucrativos;2002;253,0;80,0;0,0;100;100
2007;Medicina;2122_2007;2122;50662;311340;Privada com fins lucrativos;2002;239,0;40,0;0,0;40;640
2007;Enfermagem;2129_2007;2129;18235;312160;Pública Federal;1997;108,0;30,0;22,0;6;466
2007;Fisioterapia;2129_2007;2129;48919;312160;Pública Federal;2002;263,0;60,0;53,0;36;458
2007;Odontologia;2129_2007;2129;14613;312160;Pública Federal;1954;254,0;64,0;52,0;36;893
2007;Medicina;2130_2007;2130;75821;330455;Privada com fins lucrativos;2007;0,0;55,0;0,0;55;360
2007;Enfermagem;2130_2007;2130;74148;330455;Privada com fins lucrativos;2004;293,0;61,0;22,0;240;87
2007;Fisioterapia;2130_2007;2130;18607;330170;Privada com fins lucrativos;1997;495,0;116,0;42,0;210;167
2007;Medicina;2130_2007;2130;18605;330170;Privada com fins lucrativos;1997;1019,0;129,0;58,0;110;1979
2007;Enfermagem;2130_2007;2130;9723;330170;Privada com fins lucrativos;1981;1931,0;445,0;83,0;480;560
2007;Odontologia;2130_2007;2130;9722;330170;Privada com fins lucrativos;1980;452,0;44,0;124,0;100;69
2007;Enfermagem;2133_2007;2133;99509;261390;Privada com fins lucrativos;2007;54,0;105,0;0,0;100;476
2007;Enfermagem;2139_2007;2139;50526;352430;Privada com fins lucrativos;2002;241,0;67,0;66,0;0;105
2007;Medicina;2147_2007;2147;51835;530010;Privada com fins lucrativos;2002;407,0;88,0;38,0;80;703
2007;Medicina;2148_2007;2148;72669;221100;Privada com fins lucrativos;2004;310,0;126,0;0,0;106;2288
2007;Fisioterapia;2148_2007;2148;50813;221100;Privada com fins lucrativos;2002;725,0;222,0;105,0;163;1403
2007;Odontologia;2148_2007;2148;38313;221100;Privada com fins lucrativos;2001;255,0;101,0;17,0;107;655
2007;Enfermagem;2148_2007;2148;38315;221100;Privada com fins lucrativos;2001;635,0;180,0;154,0;161;1060
2007;Odontologia;2160_2007;2160;102619;420930;Privada com fins lucrativos;2007;50,0;83,0;0,0;95;113
2007;Enfermagem;2160_2007;2160;97681;420930;Privada com fins lucrativos;2006;76,0;42,0;0,0;63;66
2007;Medicina;2160_2007;2160;69464;420930;Privada com fins lucrativos;2004;161,0;59,0;0,0;65;300
2007;Odontologia;2160_2007;2160;19897;420930;Privada com fins lucrativos;1999;147,0;0,0;43,0;0;0
2007;Enfermagem;2163_2007;2163;19213;410690;Privada com fins lucrativos;1997;350,0;101,0;91,0;150;208
2007;Odontologia;2163_2007;2163;7716;410690;Privada com fins lucrativos;1992;248,0;83,0;43,0;100;140
2007;Fisioterapia;2163_2007;2163;7713;410690;Privada com fins lucrativos;1981;164,0;29,0;60,0;150;117
2007;Enfermagem;2167_2007;2167;71373;320240;Privada com fins lucrativos;2004;191,0;23,0;0,0;80;58
2007;Enfermagem;2171_2007;2171;17;510340;Pública Federal;1975;230,0;50,0;39,0;25;645
2007;Medicina;2171_2007;2171;12;510340;Pública Federal;1978;246,0;43,0;43,0;0;2272
2007;Enfermagem;2171_2007;2171;100928;510665;Pública Federal;2006;69,0;41,0;0,0;0;265
2007;Enfermagem;2171_2007;2171;100804;510760;Pública Federal;2006;57,0;64,0;0,0;30;681
2007;Enfermagem;2171_2007;2171;100770;510790;Pública Federal;2006;98,0;103,0;0,0;50;570
2007;Enfermagem;2171_2007;2171;71788;510760;Pública Federal;2003;31,0;0,0;0,0;0;0
2007;Medicina;2176_2007;2176;10289;330100;Privada com fins lucrativos;1967;527,0;120,0;77,0;90;1195
2007;Medicina;2180_2007;2180;57402;355030;Privada com fins lucrativos;2004;326,0;102,0;0,0;100;802
2007;Enfermagem;2180_2007;2180;8582;355030;Privada com fins lucrativos;1981;472,0;63,0;99,0;60;346
2007;Odontologia;2180_2007;2180;8579;355030;Privada com fins lucrativos;1981;175,0;58,0;43,0;40;144
2007;Fisioterapia;2180_2007;2180;8576;355030;Privada com fins lucrativos;1984;434,0;66,0;116,0;60;229
2007;Fisioterapia;2186_2007;2186;96363;522010;Privada com fins lucrativos;2006;19,0;19,0;0,0;200;80
2007;Enfermagem;2186_2007;2186;88918;522010;Privada com fins lucrativos;2006;238,0;149,0;0,0;160;211
2007;Enfermagem;2187_2007;2187;101153;261640;Pública Federal;2006;61,0;72,0;0,0;35;246
2007;Fisioterapia;2187_2007;2187;13614;261160;Pública Federal;1973;259,0;68,0;42,0;30;1136
2007;Odontologia;2187_2007;2187;13611;261160;Pública Federal;1913;451,0;104,0;83,0;50;846
2007;Medicina;2187_2007;2187;13601;261160;Pública Federal;1920;860,0;142,0;144,0;70;2531
2007;Enfermagem;2187_2007;2187;13599;261160;Pública Federal;1950;323,0;84,0;39,0;40;2000
2007;Fisioterapia;2189_2007;2189;100093;291170;Privada com fins lucrativos;2006;33,0;43,0;0,0;200;94
2007;Enfermagem;2189_2007;2189;80124;291170;Privada com fins lucrativos;2005;500,0;127,0;0,0;200;194
2007;Enfermagem;2193_2007;2193;38297;354850;Privada com fins lucrativos;1999;685,0;54,0;72,0;140;74
2007;Fisioterapia;2193_2007;2193;19482;354850;Privada com fins lucrativos;1998;575,0;1,0;68,0;70;0
2007;Enfermagem;2194_2007;2194;14608;310160;Pública Federal;1977;164,0;43,0;40,0;0;485
2007;Odontologia;2194_2007;2194;14607;310160;Pública Federal;1915;450,0;110,0;101,0;50;1564
2007;Enfermagem;2196_2007;2196;21669;351110;Privada com fins lucrativos;2000;157,0;46,0;46,0;60;67
2007;Medicina;2196_2007;2196;10222;351110;Privada com fins lucrativos;1970;382,0;71,0;63,0;64;1428
2007;Medicina;2202_2007;2202;37304;230730;Privada com fins lucrativos;2000;644,0;130,0;88,0;100;773
2007;Enfermagem;2203_2007;2203;90004;510350;Privada com fins lucrativos;2006;109,0;41,0;0,0;90;95
2007;Fisioterapia;2206_2007;2206;97932;292740;Privada com fins lucrativos;2007;53,0;105,0;0,0;200;132
2007;Fisioterapia;2207_2007;2207;6182;353060;Privada com fins lucrativos;1984;121,0;39,0;29,0;100;108
2007;Enfermagem;2211_2007;2211;100053;351880;Privada com fins lucrativos;2007;0,0;12,0;0,0;200;62
2007;Fisioterapia;2216_2007;2216;15650;530010;Privada com fins lucrativos;1990;166,0;31,0;74,0;112;34
2007;Odontologia;2221_2007;2221;13289;292740;Pública Federal;1879;612,0;122,0;105,0;120;1241
2007;Medicina;2221_2007;2221;13286;292740;Pública Federal;1808;1092,0;162,0;156,0;160;5023
2007;Enfermagem;2221_2007;2221;13284;292740;Pública Federal;1947;396,0;87,0;81,0;88;1570
2007;Enfermagem;2221_2007;2221;99032;293330;Pública Federal;2006;70,0;40,0;0,0;40;647
2007;Enfermagem;2225_2007;2225;98620;160030;Privada com fins lucrativos;2007;42,0;64,0;0,0;100;150
2007;Fisioterapia;2225_2007;2225;67938;160030;Privada com fins lucrativos;2004;278,0;103,0;43,0;100;124
2007;Fisioterapia;2226_2007;2226;46915;500270;Privada com fins lucrativos;2001;118,0;47,0;23,0;75;45
2007;Fisioterapia;2227_2007;2227;74490;350600;Privada com fins lucrativos;2006;211,0;128,0;0,0;0;200
2007;Enfermagem;2227_2007;2227;74488;350600;Privada com fins lucrativos;2006;203,0;114,0;0,0;0;100
2007;Fisioterapia;2242_2007;2242;98071;520510;Privada com fins lucrativos;2007;47,0;88,0;0,0;100;214
2007;Medicina;2244_2007;2244;15783;330455;Pública Federal;1912;835,0;141,0;145,0;140;5429
2007;Enfermagem;2244_2007;2244;15782;330455;Pública Federal;1890;442,0;120,0;88,0;120;748
2007;Odontologia;2246_2007;2246;90683;314800;Privada com fins lucrativos;2006;41,0;46,0;0,0;100;94
2007;Enfermagem;2246_2007;2246;89784;314800;Privada com fins lucrativos;2006;105,0;144,0;0,0;200;216
2007;Fisioterapia;2246_2007;2246;84665;314800;Privada com fins lucrativos;2005;26,0;37,0;0,0;100;80
2007;Fisioterapia;2247_2007;2247;73250;130260;Privada com fins lucrativos;2004;695,0;598,0;0,0;540;2531
2007;Enfermagem;2247_2007;2247;73259;130260;Privada com fins lucrativos;2004;801,0;706,0;0,0;690;3145
2007;Odontologia;2247_2007;2247;95047;130260;Privada com fins lucrativos;2007;55,0;89,0;0,0;70;271
2007;Fisioterapia;2248_2007;2248;50807;330580;Privada com fins lucrativos;2002;259,0;99,0;56,0;120;100
2007;Odontologia;2248_2007;2248;20732;330580;Privada com fins lucrativos;2000;249,0;58,0;57,0;100;76
2007;Enfermagem;2248_2007;2248;9808;330580;Privada com fins lucrativos;1985;444,0;130,0;82,0;114;173
2007;Medicina;2248_2007;2248;9805;330580;Privada com fins lucrativos;1970;943,0;175,0;146,0;144;1309
2007;Fisioterapia;2251_2007;2251;15644;330455;Privada com fins lucrativos;1977;692,0;219,0;110,0;143;195
2007;Enfermagem;2252_2007;2252;20259;352530;Privada com fins lucrativos;1984;366,0;120,0;94,0;0;275
2007;Odontologia;2255_2007;2255;5277;260410;Privada com fins lucrativos;1959;247,0;54,0;47,0;50;106
2007;Odontologia;2256_2007;2256;99228;150140;Privada com fins lucrativos;2007;47,0;100,0;0,0;100;160
2007;Fisioterapia;2256_2007;2256;97097;150140;Privada com fins lucrativos;2007;41,0;100,0;0,0;100;125
2007;Enfermagem;2256_2007;2256;90615;150140;Privada com fins lucrativos;2006;195,0;200,0;0,0;200;860
2007;Enfermagem;2257_2007;2257;13724;431490;Pública Federal;1950;464,0;135,0;97,0;94;874
2007;Medicina;2257_2007;2257;13723;431490;Pública Federal;1898;854,0;146,0;145,0;140;5079
2007;Odontologia;2257_2007;2257;13720;431490;Pública Federal;1898;367,0;90,0;93,0;88;1168
2007;Enfermagem;2259_2007;2259;71207;291560;Privada com fins lucrativos;2004;324,0;63,0;36,0;100;114
2007;Enfermagem;2263_2007;2263;64559;310620;Privada com fins lucrativos;2003;866,0;303,0;142,0;360;376
2007;Fisioterapia;2263_2007;2263;53701;310620;Privada com fins lucrativos;2002;149,0;39,0;46,0;120;56
2007;Enfermagem;2266_2007;2266;71257;211130;Privada com fins lucrativos;2004;357,0;132,0;30,0;100;658
2007;Fisioterapia;2266_2007;2266;19959;211130;Privada com fins lucrativos;1999;617,0;199,0;125,0;150;244
2007;Odontologia;2267_2007;2267;100878;110004;Privada com fins lucrativos;2007;0,0;35,0;0,0;50;61
2007;Medicina;2267_2007;2267;98409;110004;Privada com fins lucrativos;2006;45,0;50,0;0,0;50;268
2007;Fisioterapia;2267_2007;2267;79756;110004;Privada com fins lucrativos;2005;160,0;47,0;0,0;100;101
2007;Enfermagem;2267_2007;2267;51270;110004;Privada com fins lucrativos;2002;282,0;60,0;72,0;100;145
2007;Medicina;2277_2007;2277;58424;170210;Privada com fins lucrativos;1999;619,0;70,0;71,0;60;455
2008;Fisioterapia;1356_2008;1356;20308;354660;Pública Municipal;1987;272,0;35,0;108,0;400;34
2008;Odontologia;1356_2008;1356;20686;354660;Pública Municipal;1999;262,0;53,0;38,0;80;69
2008;Enfermagem;1356_2008;1356;91865;354660;Pública Municipal;2005;462,0;117,0;0,0;200;116
2008;Enfermagem;1224_2008;1224;90331;352480;Privada com fins lucrativos;2006;227,0;80,0;0,0;100;333
2008;Fisioterapia;1224_2008;1224;90365;352480;Privada com fins lucrativos;2006;77,0;31,0;0,0;100;171
2008;Enfermagem;1225_2008;1225;98577;350190;Privada com fins lucrativos;2007;68,0;24,0;0,0;100;35
2008;Medicina;3791_2008;3791;71859;313130;Privada com fins lucrativos;1999;512,0;123,0;56,0;100;776
2008;Odontologia;953_2008;953;17662;354850;Privada com fins lucrativos;1975;108,0;29,0;35,0;100;41
2008;Medicina;953_2008;953;19206;354850;Privada com fins lucrativos;1998;348,0;86,0;78,0;80;1123
2008;Enfermagem;953_2008;953;63968;354850;Privada com fins lucrativos;2003;64,0;42,0;40,0;60;493
2008;Fisioterapia;203_2008;203;19479;355030;Privada com fins lucrativos;1998;354,0;132,0;78,0;180;213
2008;Enfermagem;830_2008;830;17201;160030;Pública Federal;1991;389,0;58,0;13,0;57;1483
2008;Enfermagem;449_2008;449;9278;430460;Privada com fins lucrativos;1985;713,0;323,0;124,0;240;263
2008;Odontologia;449_2008;449;9290;430460;Privada com fins lucrativos;1990;550,0;217,0;119,0;180;257
2008;Fisioterapia;449_2008;449;9309;430460;Privada com fins lucrativos;1992;471,0;147,0;103,0;240;161
2008;Medicina;449_2008;449;9326;430460;Privada com fins lucrativos;1996;886,0;259,0;100,0;140;1634
2008;Odontologia;449_2008;449;19344;430300;Privada com fins lucrativos;1997;140,0;47,0;38,0;100;65
2008;Odontologia;449_2008;449;19350;432150;Privada com fins lucrativos;1997;243,0;62,0;50,0;120;83
2008;Enfermagem;449_2008;449;52667;430470;Privada com fins lucrativos;2000;194,0;54,0;46,0;120;80
2008;Enfermagem;449_2008;449;71333;432150;Privada com fins lucrativos;2004;158,0;86,0;31,0;100;95
2008;Enfermagem;449_2008;449;75336;430920;Privada com fins lucrativos;2005;256,0;130,0;13,0;160;120
2008;Fisioterapia;449_2008;449;75341;430300;Privada com fins lucrativos;2005;101,0;58,0;6,0;100;62
2008;Fisioterapia;449_2008;449;97471;432150;Privada com fins lucrativos;2006;137,0;93,0;0,0;100;82
2008;Fisioterapia;449_2008;449;104154;431690;Privada com fins lucrativos;2007;116,0;146,0;0,0;100;270
2008;Medicina;12_2008;12;1026;431560;Pública Federal;1966;393,0;69,0;64,0;66;2393
2008;Enfermagem;12_2008;12;1043;431560;Pública Federal;1976;209,0;53,0;54,0;50;360
2008;Fisioterapia;1042_2008;1042;20331;410690;Privada com fins lucrativos;1999;168,0;63,0;41,0;127;122
2008;Odontologia;1042_2008;1042;42154;410690;Privada com fins lucrativos;2001;370,0;157,0;53,0;155;285
2008;Medicina;1042_2008;1042;59414;410690;Privada com fins lucrativos;2003;320,0;61,0;44,0;56;1514
2008;Medicina;576_2008;576;13103;313670;Pública Federal;1953;960,0;163,0;153,0;160;7686
2008;Odontologia;576_2008;576;13104;313670;Pública Federal;1913;399,0;80,0;71,0;80;1320
2008;Fisioterapia;576_2008;576;13118;313670;Pública Federal;1993;198,0;43,0;35,0;41;816
2008;Enfermagem;576_2008;576;38994;313670;Pública Federal;1979;362,0;85,0;73,0;80;1038
2008;Enfermagem;4899_2008;4899;111188;292770;Privada com fins lucrativos;2008;0,0;102,0;0,0;120;150
2008;Odontologia;143_2008;143;4585;317010;Privada com fins lucrativos;1947;686,0;336,0;122,0;124;864
2008;Fisioterapia;143_2008;143;18580;317010;Privada com fins lucrativos;1997;418,0;85,0;135,0;200;616
2008;Enfermagem;143_2008;143;20091;317010;Privada com fins lucrativos;2000;667,0;192,0;139,0;90;1350
2008;Medicina;143_2008;143;20360;317010;Privada com fins lucrativos;2000;761,0;254,0;88,0;70;5890
2008;Medicina;571_2008;571;12569;410690;Pública Federal;1912;1082,0;180,0;176,0;176;5188
2008;Odontologia;571_2008;571;12584;410690;Pública Federal;1912;405,0;99,0;94,0;92;946
2008;Fisioterapia;571_2008;571;95166;411570;Pública Federal;2005;79,0;36,0;0,0;30;370
2008;Odontologia;1128_2008;1128;7399;313380;Privada com fins lucrativos;1966;251,0;84,0;59,0;50;203
2008;Fisioterapia;1128_2008;1128;20861;313380;Privada com fins lucrativos;1999;239,0;37,0;67,0;60;59
2008;Enfermagem;1128_2008;1128;79225;313380;Privada com fins lucrativos;2005;500,0;136,0;60,0;60;250
2008;Medicina;1128_2008;1128;107766;313380;Privada com fins lucrativos;2007;50,0;104,0;0,0;50;1642
2008;Enfermagem;3590_2008;3590;91354;250750;Privada com fins lucrativos;2006;250,0;105,0;0,0;100;159
2008;Enfermagem;3434_2008;3434;107073;314330;Privada com fins lucrativos;2008;85,0;110,0;0,0;0;122
2008;Fisioterapia;2082_2008;2082;57108;250750;Privada com fins lucrativos;2003;451,0;126,0;74,0;100;179
2008;Medicina;2082_2008;2082;72667;250750;Privada com fins lucrativos;2004;329,0;142,0;0,0;80;1048
2008;Enfermagem;1499_2008;1499;96687;355280;Privada com fins lucrativos;2007;206,0;122,0;0,0;100;122
2008;Fisioterapia;1487_2008;1487;21662;410690;Privada com fins lucrativos;2000;457,0;114,0;53,0;150;354
2008;Enfermagem;13_2008;13;1106;430510;Privada com fins lucrativos;1957;502,0;148,0;76,0;0;0
2008;Medicina;13_2008;13;1107;430510;Privada com fins lucrativos;1968;388,0;66,0;30,0;2;1037
2008;Fisioterapia;13_2008;13;50302;430510;Privada com fins lucrativos;2001;477,0;110,0;35,0;62;254
2008;Fisioterapia;296_2008;296;6817;430160;Privada com fins lucrativos;1990;161,0;46,0;6,0;55;55
2008;Enfermagem;296_2008;296;6848;430160;Privada com fins lucrativos;1992;220,0;63,0;9,0;55;86
2008;Fisioterapia;2279_2008;2279;58999;350950;Privada com fins lucrativos;2003;179,0;21,0;33,0;60;103
2008;Enfermagem;4417_2008;4417;85348;260170;Privada com fins lucrativos;2004;421,0;109,0;88,0;100;244
2008;Enfermagem;1575_2008;1575;65867;310400;Privada com fins lucrativos;2003;285,0;60,0;50,0;60;85
2008;Fisioterapia;1575_2008;1575;68544;310400;Privada com fins lucrativos;2004;253,0;56,0;46,0;60;76
2008;Enfermagem;2135_2008;2135;68998;231130;Privada com fins lucrativos;2004;309,0;97,0;57,0;80;150
2008;Fisioterapia;2135_2008;2135;71597;231130;Privada com fins lucrativos;2004;224,0;70,0;54,0;100;81
2008;Odontologia;2135_2008;2135;90681;231130;Privada com fins lucrativos;2006;163,0;98,0;0,0;80;131
2008;Fisioterapia;482_2008;482;19444;420460;Pública Municipal;1998;289,0;30,0;67,0;40;26
2008;Medicina;482_2008;482;38071;420460;Pública Municipal;2000;402,0;77,0;53,0;64;977
2008;Enfermagem;482_2008;482;58337;420460;Pública Municipal;2002;355,0;83,0;67,0;80;71
